brand,stars,reviewsCount,Category,price/value
Oculus,4.4,4385.0,Video Games › Legacy Systems › Xbox Systems › Xbox 360 › Accessories,57490.0
Denon,4.2,43.0,Electronics › Home Audio › Speakers › Multimedia Speaker Systems,76560.0
IKALL,1.0,3.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,6999.0
Crown,3.9,3.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",8300.0
ZEBRONICS,4.0,17.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,899.0
Lenovo,4.3,18.0,Computers & Accessories › Laptops › Traditional Laptops,18196.0
Vibez,4.0,786.0,Electronics › Wearable Technology › Smart Watches,999.0
JBL,4.1,57240.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",749.0
pTron,3.8,394.0,Electronics › Home Audio › Speakers › Soundbar Speakers,799.0
Sony,4.3,8980.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",10990.0
OLICOM,3.5,4183.0,Electronics › Wearable Technology › Smart Watches,499.0
XPIX,5.0,12.0,Electronics › Cameras & Photography › Film Cameras › Instant Cameras,67910.0
soundcore,4.1,62881.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",3999.0
LG,4.2,3603.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",33990.0
Audio-Technica,4.5,22046.0,Electronics › Electronics › Headphones › Over-Ear Headphones,4499.0
Lenovo,4.1,40.0,Computers & Accessories › Laptops › Traditional Laptops,68990.0
Tecno,3.7,292.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,9999.0
CULTSPORT,4.5,96.0,Electronics › Wearable Technology › Smart Watches,1799.0
Dell,4.1,453.0,Computers & Accessories › Laptops › Traditional Laptops,74490.0
JBL,3.9,104014.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",449.0
ASUS,3.6,7.0,Computers & Accessories › Laptops › Traditional Laptops,55990.0
Logitech G,4.3,427.0,Computers & Accessories › Accessories & Peripherals › PC Gaming Peripherals › Headsets,13995.0
Tribit,4.5,1963.0,Electronics › Home Audio › Speakers › Outdoor Speakers,4090.0
Samsung,4.2,34775.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",449.0
Srhythm,4.3,12986.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › Over-Ear",7599.0
Vu,4.5,1548.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",87990.0
Samsung,4.2,7595.0,Home & Kitchen › Large Appliances › Refrigerators,13990.0
JBL,4.3,80.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,29999.0
Polk Audio,4.7,1159.0,Electronics › Home Audio › Speakers › Ceiling & In Wall Speakers,17190.0
Lenovo,4.4,257.0,Computers & Accessories › Monitors,12599.0
amazon basics,4.5,124.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",899.0
Nokia,2.7,6.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,5014.0
Bang & Olufsen,4.5,1503.0,Electronics › Home Audio › Speakers › Multimedia Speaker Systems,20000.0
Motorola,3.3,22.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,9180.0
STEAM DECK,4.7,454.0,Toys & Games › Games › Tabletop Games › Board Games,57990.0
connect2kidz,5.0,4.0,Electronics › Wearable Technology › Smart Watches,7999.0
Aivuidbs,3.7,121.0,Toys & Games › Electronic Toys › Plug & Play Video Games,34083.0
ZEBRONICS,3.5,39743.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",129.0
EvoFox,3.7,175.0,Computers & Accessories › Accessories & Peripherals › PC Gaming Peripherals › Gamepads,1896.0
Fastrack,4.0,1742.0,Fashion › Watches › Smartwatches & Activity tracker › Amoled,2499.0
Waveshare,3.8,38.0,Computers & Accessories › Components › Barebones,26265.0
ZEBRONICS,3.9,84.0,Computers & Accessories › Laptops › Traditional Laptops,39990.0
Samsung,3.0,17.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,42999.0
HP,3.0,9.0,Computers & Accessories › Laptops › Traditional Laptops,28990.0
OnePlus,4.1,11823.0,"Electronics › Home Theater, TV & Video › Televisions › Smart Televisions",36990.0
Vivo,4.0,212.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,28200.0
VIVO,4.8,899.0,Video Games › PlayStation 4 › Games,5778.21
PTron,3.7,321.0,Electronics › Home Audio › Speakers › Soundbar Speakers,1098.0
Sony,4.3,17615.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",2149.0
Generic,5.0,1.0,Video Games › Video Games NCEMI,1899.0
F&D,4.2,2513.0,Electronics › Home Audio › Speakers › Multimedia Speaker Systems,5625.0
BoAt,4.1,82129.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › In-Ear",399.0
Xiaomi,4.1,6410.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,41999.0
Sony,4.2,8903.0,"Electronics › Headphones, Earbuds & Accessories › Headphones › On-Ear",2099.0
Marshall,4.4,4291.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,19999.0
HP,4.4,1950.0,Computers & Accessories › Laptops › Traditional Laptops,63999.0
Infinity,4.1,26625.0,Electronics › Home Audio › Speakers › Bluetooth Speakers,1498.0
Generic,5.0,1.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,33999.0
Klipsch,4.5,44.0,Electronics › Home Audio › Speakers,48688.0
Acer,3.8,161.0,"Electronics › Home Theater, TV & Video › Televisions › Standard Televisions",7999.0
Thyana's,1.0,1.0,Toys & Games › Electronic Toys › Handheld Games,285.0
2&CO,3.0,6.0,Electronics › Mobiles & Accessories › Smartphones & Basic Mobiles › Smartphones,39870.0
